"h48.45vsD","h48.30vsD","h24.45vsD","h24.30vsD","h8.45vsD","h8.30vsD"
"IDUA",0.000135006713637713,0.000135006713637713,0.000135006713637713,0.000135006713637713,0.000135006713637713,0.000135006713637713
"IER2",0.0349140949741039,0.0349140949741039,0.0349140949741039,0.0349140949741039,0.0349140949741039,0.0349140949741039
"IER3",0.000129005437946643,0.000129005437946643,0.000129005437946643,0.000129005437946643,0.000129005437946643,0.000129005437946643
"IER3-AS1",0.0640435015159923,0.0640435015159923,0.0640435015159923,0.0640435015159923,0.0640435015159923,0.0640435015159923
"IER3IP1",1,1,1,1,1,1
"IER5",0.829868831726387,0.829868831726387,0.829868831726387,0.829868831726387,0.829868831726387,0.829868831726387
"IER5L",1,1,1,1,1,1
"IFFO1",NA,NA,NA,NA,NA,NA
"IFFO2",1,1,1,1,1,1
"IFI16",0.182769901516139,0.182769901516139,0.182769901516139,0.182769901516139,0.182769901516139,0.182769901516139
"IFI27",0.468597305315842,0.468597305315842,0.468597305315842,0.468597305315842,0.468597305315842,0.468597305315842
"IFI27L1",0.105654217951726,0.105654217951726,0.105654217951726,0.105654217951726,0.105654217951726,0.105654217951726
"IFI27L2",0.462349121135349,0.462349121135349,0.462349121135349,0.462349121135349,0.462349121135349,0.462349121135349
"IFI30",0.925796005772646,0.925796005772646,0.925796005772646,0.925796005772646,0.925796005772646,0.925796005772646
"IFI35",0.493115472342114,0.493115472342114,0.493115472342114,0.493115472342114,0.493115472342114,0.493115472342114
"IFI44",0.481212458399106,0.481212458399106,0.481212458399106,0.481212458399106,0.481212458399106,0.481212458399106
"IFI44L",0.424340758270024,0.424340758270024,0.424340758270024,0.424340758270024,0.424340758270024,0.424340758270024
"IFI6",0.0322457991469114,0.0322457991469114,0.0322457991469114,0.0322457991469114,0.0322457991469114,0.0322457991469114
"IFIH1",0.491460225115879,0.491460225115879,0.491460225115879,0.491460225115879,0.491460225115879,0.491460225115879
"IFIT1",0.00011381533781961,0.00011381533781961,0.00011381533781961,0.00011381533781961,0.00011381533781961,0.00011381533781961
"IFIT1B",NA,NA,NA,NA,NA,NA
"IFIT2",0.452439656619962,0.452439656619962,0.452439656619962,0.452439656619962,0.452439656619962,0.452439656619962
"IFIT3",0.993545212381362,0.993545212381362,0.993545212381362,0.993545212381362,0.993545212381362,0.993545212381362
"IFIT5",1,1,1,1,1,1
"IFITM1",0.048942127187259,0.048942127187259,0.048942127187259,0.048942127187259,0.048942127187259,0.048942127187259
"IFITM10",0.591231342808279,0.591231342808279,0.591231342808279,0.591231342808279,0.591231342808279,0.591231342808279
"IFITM2",1,1,1,1,1,1
"IFITM3",1,1,1,1,1,1
"IFITM5",NA,NA,NA,NA,NA,NA
"IFITM9P",NA,NA,NA,NA,NA,NA
"IFNA1",NA,NA,NA,NA,NA,NA
"IFNA13",NA,NA,NA,NA,NA,NA
"IFNA2",NA,NA,NA,NA,NA,NA
"IFNA20P",NA,NA,NA,NA,NA,NA
"IFNA5",NA,NA,NA,NA,NA,NA
"IFNA8",NA,NA,NA,NA,NA,NA
"IFNAR1",0.000822482167676893,0.000822482167676893,0.000822482167676893,0.000822482167676893,0.000822482167676893,0.000822482167676893
"IFNAR2",0.990479682854519,0.990479682854519,0.990479682854519,0.990479682854519,0.990479682854519,0.990479682854519
"IFNAR2-IL10RB",1,1,1,1,1,1
"IFNB1",NA,NA,NA,NA,NA,NA
"IFNE",0.85470882091681,0.85470882091681,0.85470882091681,0.85470882091681,0.85470882091681,0.85470882091681
"IFNG-AS1",NA,NA,NA,NA,NA,NA
"IFNGR1",0.0319370388832958,0.0319370388832958,0.0319370388832958,0.0319370388832958,0.0319370388832958,0.0319370388832958
"IFNGR2",1,1,1,1,1,1
"IFNK",NA,NA,NA,NA,NA,NA
"IFNL1",NA,NA,NA,NA,NA,NA
"IFNL2",NA,NA,NA,NA,NA,NA
"IFNL3",NA,NA,NA,NA,NA,NA
"IFNL4",NA,NA,NA,NA,NA,NA
"IFNLR1",0.0195778765961536,0.0195778765961536,0.0195778765961536,0.0195778765961536,0.0195778765961536,0.0195778765961536
"IFNW1",NA,NA,NA,NA,NA,NA
"IFNWP19",NA,NA,NA,NA,NA,NA
"IFRD1",3.54422618817622e-71,3.54422618817622e-71,3.54422618817622e-71,3.54422618817622e-71,3.54422618817622e-71,3.54422618817622e-71
"IFRD2",0.281707711477438,0.281707711477438,0.281707711477438,0.281707711477438,0.281707711477438,0.281707711477438
"IFT122",1,1,1,1,1,1
"IFT140",1,1,1,1,1,1
"IFT172",0.00048421468377289,0.00048421468377289,0.00048421468377289,0.00048421468377289,0.00048421468377289,0.00048421468377289
"IFT20",0.0215261741766064,0.0215261741766064,0.0215261741766064,0.0215261741766064,0.0215261741766064,0.0215261741766064
"IFT22",0.89171310210588,0.89171310210588,0.89171310210588,0.89171310210588,0.89171310210588,0.89171310210588
"IFT25",2.82903551701389e-06,2.82903551701389e-06,2.82903551701389e-06,2.82903551701389e-06,2.82903551701389e-06,2.82903551701389e-06
"IFT27",0.403814467546335,0.403814467546335,0.403814467546335,0.403814467546335,0.403814467546335,0.403814467546335
"IFT43",0.424746628697761,0.424746628697761,0.424746628697761,0.424746628697761,0.424746628697761,0.424746628697761
"IFT46",0.368984150521674,0.368984150521674,0.368984150521674,0.368984150521674,0.368984150521674,0.368984150521674
"IFT52",0.670403605560028,0.670403605560028,0.670403605560028,0.670403605560028,0.670403605560028,0.670403605560028
"IFT56",0.746394453097886,0.746394453097886,0.746394453097886,0.746394453097886,0.746394453097886,0.746394453097886
"IFT57",1,1,1,1,1,1
"IFT70A",4.66524419940814e-13,4.66524419940814e-13,4.66524419940814e-13,4.66524419940814e-13,4.66524419940814e-13,4.66524419940814e-13
"IFT70B",1.44709886709756e-05,1.44709886709756e-05,1.44709886709756e-05,1.44709886709756e-05,1.44709886709756e-05,1.44709886709756e-05
"IFT74",0.263322819091865,0.263322819091865,0.263322819091865,0.263322819091865,0.263322819091865,0.263322819091865
"IFT74-AS1",NA,NA,NA,NA,NA,NA
"IFT80",1,1,1,1,1,1
"IFT81",0.483654788331078,0.483654788331078,0.483654788331078,0.483654788331078,0.483654788331078,0.483654788331078
"IFT88",1,1,1,1,1,1
"IFTAP",0.146833453255,0.146833453255,0.146833453255,0.146833453255,0.146833453255,0.146833453255
"IGBP1",0.939910509137502,0.939910509137502,0.939910509137502,0.939910509137502,0.939910509137502,0.939910509137502
"IGBP1C",NA,NA,NA,NA,NA,NA
"IGBP1P3",NA,NA,NA,NA,NA,NA
"IGDCC3",0.0099859054440713,0.0099859054440713,0.0099859054440713,0.0099859054440713,0.0099859054440713,0.0099859054440713
"IGDCC4",0.874104991248073,0.874104991248073,0.874104991248073,0.874104991248073,0.874104991248073,0.874104991248073
"IGF1",1,1,1,1,1,1
"IGF1R",0.994455507851688,0.994455507851688,0.994455507851688,0.994455507851688,0.994455507851688,0.994455507851688
"IGF2",1,1,1,1,1,1
"IGF2-AS",NA,NA,NA,NA,NA,NA
"IGF2BP1",0.500643829235241,0.500643829235241,0.500643829235241,0.500643829235241,0.500643829235241,0.500643829235241
"IGF2BP2",0.412047162895497,0.412047162895497,0.412047162895497,0.412047162895497,0.412047162895497,0.412047162895497
"IGF2BP2-AS1",NA,NA,NA,NA,NA,NA
"IGF2BP3",1.5413421209775e-21,1.5413421209775e-21,1.5413421209775e-21,1.5413421209775e-21,1.5413421209775e-21,1.5413421209775e-21
"IGF2R",1.94175770020679e-09,1.94175770020679e-09,1.94175770020679e-09,1.94175770020679e-09,1.94175770020679e-09,1.94175770020679e-09
"IGFALS",1,1,1,1,1,1
"IGFBP1",NA,NA,NA,NA,NA,NA
"IGFBP2",1,1,1,1,1,1
"IGFBP3",2.99612741801192e-06,2.99612741801192e-06,2.99612741801192e-06,2.99612741801192e-06,2.99612741801192e-06,2.99612741801192e-06
"IGFBP4",5.84279513685444e-05,5.84279513685444e-05,5.84279513685444e-05,5.84279513685444e-05,5.84279513685444e-05,5.84279513685444e-05
"IGFBP5",0.0207586794845145,0.0207586794845145,0.0207586794845145,0.0207586794845145,0.0207586794845145,0.0207586794845145
"IGFBP6",0.93570841025486,0.93570841025486,0.93570841025486,0.93570841025486,0.93570841025486,0.93570841025486
"IGFBP7",0.179149873369571,0.179149873369571,0.179149873369571,0.179149873369571,0.179149873369571,0.179149873369571
"IGFBP7-AS1",NA,NA,NA,NA,NA,NA
"IGFBPL1",0.986746627259599,0.986746627259599,0.986746627259599,0.986746627259599,0.986746627259599,0.986746627259599
"IGFL1",NA,NA,NA,NA,NA,NA
"IGFL2",NA,NA,NA,NA,NA,NA
"IGFL2-AS1",0.875374535554269,0.875374535554269,0.875374535554269,0.875374535554269,0.875374535554269,0.875374535554269
"IGFL3",NA,NA,NA,NA,NA,NA
"IGFL4",NA,NA,NA,NA,NA,NA
"IGFLR1",0.388890986175712,0.388890986175712,0.388890986175712,0.388890986175712,0.388890986175712,0.388890986175712
"IGFN1",0.286681273120389,0.286681273120389,0.286681273120389,0.286681273120389,0.286681273120389,0.286681273120389
"IGHA1",NA,NA,NA,NA,NA,NA
"IGHA2",NA,NA,NA,NA,NA,NA
"IGHD",NA,NA,NA,NA,NA,NA
"IGHE",NA,NA,NA,NA,NA,NA
"IGHEP2",NA,NA,NA,NA,NA,NA
"IGHG1",NA,NA,NA,NA,NA,NA
"IGHG2",NA,NA,NA,NA,NA,NA
"IGHG4",NA,NA,NA,NA,NA,NA
"IGHM",NA,NA,NA,NA,NA,NA
"IGHMBP2",0.548650810972775,0.548650810972775,0.548650810972775,0.548650810972775,0.548650810972775,0.548650810972775
"IGHV1-24",NA,NA,NA,NA,NA,NA
"IGHV3-72",NA,NA,NA,NA,NA,NA
"IGHV3-74",NA,NA,NA,NA,NA,NA
"IGHV3-76",NA,NA,NA,NA,NA,NA
"IGIP",0.0989822509953784,0.0989822509953784,0.0989822509953784,0.0989822509953784,0.0989822509953784,0.0989822509953784
"IGKC",NA,NA,NA,NA,NA,NA
"IGKV1OR-2",NA,NA,NA,NA,NA,NA
"IGLCOR22-2",NA,NA,NA,NA,NA,NA
"IGLJCOR18",NA,NA,NA,NA,NA,NA
"IGLON5",NA,NA,NA,NA,NA,NA
"IGLV1-51",NA,NA,NA,NA,NA,NA
"IGLVI-63",NA,NA,NA,NA,NA,NA
"IGSF1",0.952791496314611,0.952791496314611,0.952791496314611,0.952791496314611,0.952791496314611,0.952791496314611
"IGSF10",0.607036180884511,0.607036180884511,0.607036180884511,0.607036180884511,0.607036180884511,0.607036180884511
"IGSF11",0.885251738584137,0.885251738584137,0.885251738584137,0.885251738584137,0.885251738584137,0.885251738584137
"IGSF22",NA,NA,NA,NA,NA,NA
"IGSF23",1,1,1,1,1,1
"IGSF3",0.046580667708022,0.046580667708022,0.046580667708022,0.046580667708022,0.046580667708022,0.046580667708022
"IGSF3P1",NA,NA,NA,NA,NA,NA
"IGSF3P2",NA,NA,NA,NA,NA,NA
"IGSF5",NA,NA,NA,NA,NA,NA
"IGSF6",NA,NA,NA,NA,NA,NA
"IGSF8",1,1,1,1,1,1
"IGSF9",0.235497692329885,0.235497692329885,0.235497692329885,0.235497692329885,0.235497692329885,0.235497692329885
"IGSF9B",0.910067530113488,0.910067530113488,0.910067530113488,0.910067530113488,0.910067530113488,0.910067530113488
"IHH",NA,NA,NA,NA,NA,NA
"IHO1",NA,NA,NA,NA,NA,NA
"IK",1.07227451533358e-34,1.07227451533358e-34,1.07227451533358e-34,1.07227451533358e-34,1.07227451533358e-34,1.07227451533358e-34
"IKBIP",0.114241445127561,0.114241445127561,0.114241445127561,0.114241445127561,0.114241445127561,0.114241445127561
"IKBKB",0.0121977728820367,0.0121977728820367,0.0121977728820367,0.0121977728820367,0.0121977728820367,0.0121977728820367
"IKBKE",0.139916061628917,0.139916061628917,0.139916061628917,0.139916061628917,0.139916061628917,0.139916061628917
"IKBKE-AS1",1,1,1,1,1,1
"IKBKG",0.097138450453428,0.097138450453428,0.097138450453428,0.097138450453428,0.097138450453428,0.097138450453428
"IKBKGP1",0.981775859787718,0.981775859787718,0.981775859787718,0.981775859787718,0.981775859787718,0.981775859787718
"IKZF1",NA,NA,NA,NA,NA,NA
"IKZF2",1.04428557615887e-06,1.04428557615887e-06,1.04428557615887e-06,1.04428557615887e-06,1.04428557615887e-06,1.04428557615887e-06
"IKZF3",0.798572910131752,0.798572910131752,0.798572910131752,0.798572910131752,0.798572910131752,0.798572910131752
"IKZF4",0.468801109166887,0.468801109166887,0.468801109166887,0.468801109166887,0.468801109166887,0.468801109166887
"IKZF5",1,1,1,1,1,1
"IL10",NA,NA,NA,NA,NA,NA
"IL10RA",NA,NA,NA,NA,NA,NA
"IL10RB",0.81925068973382,0.81925068973382,0.81925068973382,0.81925068973382,0.81925068973382,0.81925068973382
"IL11",0.108823398632493,0.108823398632493,0.108823398632493,0.108823398632493,0.108823398632493,0.108823398632493
"IL11RA",0.723673490555136,0.723673490555136,0.723673490555136,0.723673490555136,0.723673490555136,0.723673490555136
"IL12A",0.246390090624776,0.246390090624776,0.246390090624776,0.246390090624776,0.246390090624776,0.246390090624776
"IL12A-AS1",0.621842750439642,0.621842750439642,0.621842750439642,0.621842750439642,0.621842750439642,0.621842750439642
"IL12B",NA,NA,NA,NA,NA,NA
"IL12RB1",NA,NA,NA,NA,NA,NA
"IL12RB2",1,1,1,1,1,1
"IL13",NA,NA,NA,NA,NA,NA
"IL13RA1",1,1,1,1,1,1
"IL15",1,1,1,1,1,1
"IL15RA",0.0146542772928064,0.0146542772928064,0.0146542772928064,0.0146542772928064,0.0146542772928064,0.0146542772928064
"IL16",0.785364823716757,0.785364823716757,0.785364823716757,0.785364823716757,0.785364823716757,0.785364823716757
"IL17C",0.0111877593558973,0.0111877593558973,0.0111877593558973,0.0111877593558973,0.0111877593558973,0.0111877593558973
"IL17D",0.982334116272752,0.982334116272752,0.982334116272752,0.982334116272752,0.982334116272752,0.982334116272752
"IL17RA",0.649931852184061,0.649931852184061,0.649931852184061,0.649931852184061,0.649931852184061,0.649931852184061
"IL17RB",0.0462918223260729,0.0462918223260729,0.0462918223260729,0.0462918223260729,0.0462918223260729,0.0462918223260729
"IL17RC",0.658710436989168,0.658710436989168,0.658710436989168,0.658710436989168,0.658710436989168,0.658710436989168
"IL17RD",1.31407197861526e-16,1.31407197861526e-16,1.31407197861526e-16,1.31407197861526e-16,1.31407197861526e-16,1.31407197861526e-16
"IL17RE",1,1,1,1,1,1
"IL17REL",NA,NA,NA,NA,NA,NA
"IL18",0.252355302985045,0.252355302985045,0.252355302985045,0.252355302985045,0.252355302985045,0.252355302985045
"IL18BP",0.000232186625101265,0.000232186625101265,0.000232186625101265,0.000232186625101265,0.000232186625101265,0.000232186625101265
"IL18R1",2.22404006643282e-09,2.22404006643282e-09,2.22404006643282e-09,2.22404006643282e-09,2.22404006643282e-09,2.22404006643282e-09
"IL18RAP",NA,NA,NA,NA,NA,NA
"IL19",NA,NA,NA,NA,NA,NA
"IL1A",0.0187443935319571,0.0187443935319571,0.0187443935319571,0.0187443935319571,0.0187443935319571,0.0187443935319571
"IL1B",0.56593609189208,0.56593609189208,0.56593609189208,0.56593609189208,0.56593609189208,0.56593609189208
"IL1F10",NA,NA,NA,NA,NA,NA
"IL1R1",0.644068605103445,0.644068605103445,0.644068605103445,0.644068605103445,0.644068605103445,0.644068605103445
"IL1R2",0.557110560292929,0.557110560292929,0.557110560292929,0.557110560292929,0.557110560292929,0.557110560292929
"IL1RAP",0.071950062693291,0.071950062693291,0.071950062693291,0.071950062693291,0.071950062693291,0.071950062693291
"IL1RAPL1",NA,NA,NA,NA,NA,NA
"IL1RAPL2",0.0555979244697429,0.0555979244697429,0.0555979244697429,0.0555979244697429,0.0555979244697429,0.0555979244697429
"IL1RL1",0.596318734818907,0.596318734818907,0.596318734818907,0.596318734818907,0.596318734818907,0.596318734818907
"IL1RL2",NA,NA,NA,NA,NA,NA
"IL1RN",0.949092749243722,0.949092749243722,0.949092749243722,0.949092749243722,0.949092749243722,0.949092749243722
"IL20",NA,NA,NA,NA,NA,NA
"IL20RA",0.000333788608742712,0.000333788608742712,0.000333788608742712,0.000333788608742712,0.000333788608742712,0.000333788608742712
"IL20RB",0.14290765747454,0.14290765747454,0.14290765747454,0.14290765747454,0.14290765747454,0.14290765747454
"IL21-AS1",NA,NA,NA,NA,NA,NA
"IL21R",NA,NA,NA,NA,NA,NA
"IL21R-AS1",NA,NA,NA,NA,NA,NA
"IL22RA1",1,1,1,1,1,1
"IL22RA2",NA,NA,NA,NA,NA,NA
"IL23A",0.708794407300732,0.708794407300732,0.708794407300732,0.708794407300732,0.708794407300732,0.708794407300732
"IL24",NA,NA,NA,NA,NA,NA
"IL26",NA,NA,NA,NA,NA,NA
"IL27",NA,NA,NA,NA,NA,NA
"IL27RA",1,1,1,1,1,1
"IL2RA",NA,NA,NA,NA,NA,NA
"IL2RB",NA,NA,NA,NA,NA,NA
"IL2RG",NA,NA,NA,NA,NA,NA
"IL31",NA,NA,NA,NA,NA,NA
"IL31RA",NA,NA,NA,NA,NA,NA
"IL32",0.0180557386750105,0.0180557386750105,0.0180557386750105,0.0180557386750105,0.0180557386750105,0.0180557386750105
"IL33",NA,NA,NA,NA,NA,NA
"IL34",NA,NA,NA,NA,NA,NA
"IL36A",NA,NA,NA,NA,NA,NA
"IL36G",NA,NA,NA,NA,NA,NA
"IL36RN",0.413717161846155,0.413717161846155,0.413717161846155,0.413717161846155,0.413717161846155,0.413717161846155
"IL37",NA,NA,NA,NA,NA,NA
"IL3RA",NA,NA,NA,NA,NA,NA
"IL4",NA,NA,NA,NA,NA,NA
"IL4I1",0.335076541084041,0.335076541084041,0.335076541084041,0.335076541084041,0.335076541084041,0.335076541084041
"IL4R",0.176728579708755,0.176728579708755,0.176728579708755,0.176728579708755,0.176728579708755,0.176728579708755
"IL5",NA,NA,NA,NA,NA,NA
"IL5RA",NA,NA,NA,NA,NA,NA
"IL6",0.308232497877948,0.308232497877948,0.308232497877948,0.308232497877948,0.308232497877948,0.308232497877948
"IL6-AS1",NA,NA,NA,NA,NA,NA
"IL6R",1,1,1,1,1,1
"IL6R-AS1",NA,NA,NA,NA,NA,NA
"IL6ST",0.0010665974737872,0.0010665974737872,0.0010665974737872,0.0010665974737872,0.0010665974737872,0.0010665974737872
"IL6ST-DT",1,1,1,1,1,1
"IL7",0.845435171270488,0.845435171270488,0.845435171270488,0.845435171270488,0.845435171270488,0.845435171270488
"IL7R",0.863905663828804,0.863905663828804,0.863905663828804,0.863905663828804,0.863905663828804,0.863905663828804
"IL9R",NA,NA,NA,NA,NA,NA
"ILDR1",1,1,1,1,1,1
"ILDR2",0.81925068973382,0.81925068973382,0.81925068973382,0.81925068973382,0.81925068973382,0.81925068973382
"ILF2",2.91783120967348e-17,2.91783120967348e-17,2.91783120967348e-17,2.91783120967348e-17,2.91783120967348e-17,2.91783120967348e-17
"ILF2P1",NA,NA,NA,NA,NA,NA
"ILF3",0.0665881716817323,0.0665881716817323,0.0665881716817323,0.0665881716817323,0.0665881716817323,0.0665881716817323
"ILF3-DT",1,1,1,1,1,1
"ILK",0.849172222270797,0.849172222270797,0.849172222270797,0.849172222270797,0.849172222270797,0.849172222270797
"ILKAP",0.0304434474812413,0.0304434474812413,0.0304434474812413,0.0304434474812413,0.0304434474812413,0.0304434474812413
"ILRUN",1,1,1,1,1,1
"ILRUN-AS1",0.162212668439896,0.162212668439896,0.162212668439896,0.162212668439896,0.162212668439896,0.162212668439896
"ILVBL",1.15904617087813e-06,1.15904617087813e-06,1.15904617087813e-06,1.15904617087813e-06,1.15904617087813e-06,1.15904617087813e-06
"IMMP1L",0.893239075791967,0.893239075791967,0.893239075791967,0.893239075791967,0.893239075791967,0.893239075791967
"IMMP2L",0.447357859258249,0.447357859258249,0.447357859258249,0.447357859258249,0.447357859258249,0.447357859258249
"IMMT",0.05921826567012,0.05921826567012,0.05921826567012,0.05921826567012,0.05921826567012,0.05921826567012
"IMP3",6.28732476148331e-06,6.28732476148331e-06,6.28732476148331e-06,6.28732476148331e-06,6.28732476148331e-06,6.28732476148331e-06
"IMP3P2",NA,NA,NA,NA,NA,NA
"IMP4",0.645307175340061,0.645307175340061,0.645307175340061,0.645307175340061,0.645307175340061,0.645307175340061
"IMPA1",0.436672426699315,0.436672426699315,0.436672426699315,0.436672426699315,0.436672426699315,0.436672426699315
"IMPA2",1,1,1,1,1,1
"IMPACT",2.4827208517971e-06,2.4827208517971e-06,2.4827208517971e-06,2.4827208517971e-06,2.4827208517971e-06,2.4827208517971e-06
"IMPDH1",1,1,1,1,1,1
"IMPDH1P10",0.644068605103445,0.644068605103445,0.644068605103445,0.644068605103445,0.644068605103445,0.644068605103445
"IMPDH2",0.0976308339028226,0.0976308339028226,0.0976308339028226,0.0976308339028226,0.0976308339028226,0.0976308339028226
"IMPG1",NA,NA,NA,NA,NA,NA
"IMPG2",NA,NA,NA,NA,NA,NA
"INA",1,1,1,1,1,1
"INAFM1",0.0110866990335709,0.0110866990335709,0.0110866990335709,0.0110866990335709,0.0110866990335709,0.0110866990335709
"INAFM2",0.102071131325118,0.102071131325118,0.102071131325118,0.102071131325118,0.102071131325118,0.102071131325118
"INAVA",1,1,1,1,1,1
"INCA1",NA,NA,NA,NA,NA,NA
"INCENP",9.72183110837233e-18,9.72183110837233e-18,9.72183110837233e-18,9.72183110837233e-18,9.72183110837233e-18,9.72183110837233e-18
"INE1",1,1,1,1,1,1
"INE2",NA,NA,NA,NA,NA,NA
"INF2",0.812004419935431,0.812004419935431,0.812004419935431,0.812004419935431,0.812004419935431,0.812004419935431
"ING1",0.245810618827854,0.245810618827854,0.245810618827854,0.245810618827854,0.245810618827854,0.245810618827854
"ING2",0.0120836445524051,0.0120836445524051,0.0120836445524051,0.0120836445524051,0.0120836445524051,0.0120836445524051
"ING3",0.00236789071976632,0.00236789071976632,0.00236789071976632,0.00236789071976632,0.00236789071976632,0.00236789071976632
"ING4",1,1,1,1,1,1
"ING5",0.757503534908526,0.757503534908526,0.757503534908526,0.757503534908526,0.757503534908526,0.757503534908526
"INGX",NA,NA,NA,NA,NA,NA
"INHA",0.969927908439182,0.969927908439182,0.969927908439182,0.969927908439182,0.969927908439182,0.969927908439182
"INHBA",0.000259474584098088,0.000259474584098088,0.000259474584098088,0.000259474584098088,0.000259474584098088,0.000259474584098088
"INHBA-AS1",NA,NA,NA,NA,NA,NA
"INHBB",1,1,1,1,1,1
"INHBC",0.154744689346968,0.154744689346968,0.154744689346968,0.154744689346968,0.154744689346968,0.154744689346968
"INHBE",4.24358614407217e-29,4.24358614407217e-29,4.24358614407217e-29,4.24358614407217e-29,4.24358614407217e-29,4.24358614407217e-29
"INIP",0.468801109166887,0.468801109166887,0.468801109166887,0.468801109166887,0.468801109166887,0.468801109166887
"INKA1",NA,NA,NA,NA,NA,NA
"INKA2",0.57882688590279,0.57882688590279,0.57882688590279,0.57882688590279,0.57882688590279,0.57882688590279
"INKA2-AS1",NA,NA,NA,NA,NA,NA
"INMT-MINDY4",NA,NA,NA,NA,NA,NA
"INO80",0.120358577760469,0.120358577760469,0.120358577760469,0.120358577760469,0.120358577760469,0.120358577760469
"INO80B",0.747505706039074,0.747505706039074,0.747505706039074,0.747505706039074,0.747505706039074,0.747505706039074
"INO80B-WBP1",0.868897639638482,0.868897639638482,0.868897639638482,0.868897639638482,0.868897639638482,0.868897639638482
"INO80C",0.308456535099462,0.308456535099462,0.308456535099462,0.308456535099462,0.308456535099462,0.308456535099462
"INO80D",0.314542426185047,0.314542426185047,0.314542426185047,0.314542426185047,0.314542426185047,0.314542426185047
"INO80E",0.959590861286542,0.959590861286542,0.959590861286542,0.959590861286542,0.959590861286542,0.959590861286542
"INPP1",0.00163744490586053,0.00163744490586053,0.00163744490586053,0.00163744490586053,0.00163744490586053,0.00163744490586053
"INPP4A",0.04978078250289,0.04978078250289,0.04978078250289,0.04978078250289,0.04978078250289,0.04978078250289
"INPP4B",0.0852537966770941,0.0852537966770941,0.0852537966770941,0.0852537966770941,0.0852537966770941,0.0852537966770941
"INPP5A",0.817957585610756,0.817957585610756,0.817957585610756,0.817957585610756,0.817957585610756,0.817957585610756
"INPP5B",0.224750545542387,0.224750545542387,0.224750545542387,0.224750545542387,0.224750545542387,0.224750545542387
"INPP5D",0.776450251279026,0.776450251279026,0.776450251279026,0.776450251279026,0.776450251279026,0.776450251279026
"INPP5E",0.196011268401465,0.196011268401465,0.196011268401465,0.196011268401465,0.196011268401465,0.196011268401465
"INPP5F",0.227561969965459,0.227561969965459,0.227561969965459,0.227561969965459,0.227561969965459,0.227561969965459
"INPP5J",0.00222356454865292,0.00222356454865292,0.00222356454865292,0.00222356454865292,0.00222356454865292,0.00222356454865292
"INPP5K",0.858597233811198,0.858597233811198,0.858597233811198,0.858597233811198,0.858597233811198,0.858597233811198
"INPPL1",0.509367388845379,0.509367388845379,0.509367388845379,0.509367388845379,0.509367388845379,0.509367388845379
"INSC",3.37189686406985e-09,3.37189686406985e-09,3.37189686406985e-09,3.37189686406985e-09,3.37189686406985e-09,3.37189686406985e-09
"INSIG1",4.58592659373094e-28,4.58592659373094e-28,4.58592659373094e-28,4.58592659373094e-28,4.58592659373094e-28,4.58592659373094e-28
"INSIG2",0.685539570070197,0.685539570070197,0.685539570070197,0.685539570070197,0.685539570070197,0.685539570070197
"INSL3",NA,NA,NA,NA,NA,NA
"INSL4",NA,NA,NA,NA,NA,NA
"INSL5",NA,NA,NA,NA,NA,NA
"INSL6",NA,NA,NA,NA,NA,NA
"INSM1",NA,NA,NA,NA,NA,NA
"INSM2",NA,NA,NA,NA,NA,NA
"INSR",0.346051972699414,0.346051972699414,0.346051972699414,0.346051972699414,0.346051972699414,0.346051972699414
"INSRR",NA,NA,NA,NA,NA,NA
"INSYN1",0.949740336156681,0.949740336156681,0.949740336156681,0.949740336156681,0.949740336156681,0.949740336156681
"INSYN2A",NA,NA,NA,NA,NA,NA
"INSYN2B",NA,NA,NA,NA,NA,NA
"INTS1",1,1,1,1,1,1
"INTS10",0.00017002227531987,0.00017002227531987,0.00017002227531987,0.00017002227531987,0.00017002227531987,0.00017002227531987
"INTS11",0.783598627331298,0.783598627331298,0.783598627331298,0.783598627331298,0.783598627331298,0.783598627331298
"INTS12",0.0911580396422327,0.0911580396422327,0.0911580396422327,0.0911580396422327,0.0911580396422327,0.0911580396422327
"INTS13",0.516355820155126,0.516355820155126,0.516355820155126,0.516355820155126,0.516355820155126,0.516355820155126
"INTS14",0.718260750010052,0.718260750010052,0.718260750010052,0.718260750010052,0.718260750010052,0.718260750010052
"INTS15",0.0511205786118702,0.0511205786118702,0.0511205786118702,0.0511205786118702,0.0511205786118702,0.0511205786118702
"INTS2",0.0138098535072368,0.0138098535072368,0.0138098535072368,0.0138098535072368,0.0138098535072368,0.0138098535072368
"INTS3",0.000554497761086068,0.000554497761086068,0.000554497761086068,0.000554497761086068,0.000554497761086068,0.000554497761086068
"INTS4",0.85741327206112,0.85741327206112,0.85741327206112,0.85741327206112,0.85741327206112,0.85741327206112
"INTS4P1",NA,NA,NA,NA,NA,NA
"INTS4P2",NA,NA,NA,NA,NA,NA
"INTS5",0.202915913959168,0.202915913959168,0.202915913959168,0.202915913959168,0.202915913959168,0.202915913959168
"INTS6",0.0804446203934209,0.0804446203934209,0.0804446203934209,0.0804446203934209,0.0804446203934209,0.0804446203934209
"INTS6-AS1",0.00740890399982232,0.00740890399982232,0.00740890399982232,0.00740890399982232,0.00740890399982232,0.00740890399982232
"INTS6L",0.100720420557571,0.100720420557571,0.100720420557571,0.100720420557571,0.100720420557571,0.100720420557571
"INTS6L-AS1",NA,NA,NA,NA,NA,NA
"INTS6P1",NA,NA,NA,NA,NA,NA
