"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ABCB9",358.864241128932,-0.0601495848952134,0.268704173012042,1.50652042604963,0.992599020911217,1
"ABCC1",2873.19180892682,0.171626671829552,0.0818186824129202,15.4942991032752,0.0502173921278495,0.149202058553492
"ABCC10",405.679785334507,0.558415430556968,0.144407547763448,22.2283096172836,0.00451002645173828,0.0198503803132758
"ABCC11",3.931324438237,-0.534254129152927,0.865010442159661,5.95861075023353,0.65186823925649,NA
"ABCC12",0.0684794797111128,0.923541842106898,7.26083161669132,0.170429112268074,0.999997947516911,NA
"ABCC13",2.66527345884304,-0.31895158145845,0.867280873206074,10.3751839262851,0.239673808621583,NA
"ABCC2",12.8466685137311,-1.19998042376451,0.838505673496992,7.02564561504923,0.533868243642062,0.825846170117004
"ABCC3",320.524415105963,1.71264051997128,0.373936615532612,65.3943940312199,4.03261144704521e-11,8.27677828736158e-10
"ABCC4",511.312603859491,-0.0188413815076438,0.123426149108886,5.75806605532341,0.674311077397773,0.935100561996124
"ABCC5",1034.78074614392,0.291237654237777,0.16755627545957,5.31653813000719,0.723270097750225,0.963529064978334
"ABCC5-AS1",0.0809749828946696,-0.0382288048116932,7.26083161629269,0.140668254652546,0.999999036070318,NA
"ABCC6",38.5151947130338,0.945268880391483,0.411003006460385,14.6317198312948,0.0667146295295143,0.188033698979559
"ABCC6P1",10.2964612902504,0.423705452786125,0.88507243528443,4.13807721659745,0.844455618713295,1
"ABCC6P2",2.30710346158233,-0.944034357773027,1.00434486005506,10.9814476624197,0.202752617591276,NA
"ABCC8",1.13285075670867,1.59041564592502,1.84539801845638,4.04781691537117,0.852783669552955,NA
"ABCC9",0.322946395145316,0.692292524844194,7.19573967270188,0.185349728641668,0.999997145776054,NA
"ABCD1",374.525316090187,0.248089697525097,0.162118297905809,13.8886881434207,0.0847132525013659,0.227274210274999
"ABCD2",0.530225875334393,1.43903387208682,2.88434416909091,2.28429421647917,0.971032242894275,NA
"ABCD3",1309.69804494949,-0.456254663261879,0.0761593550511969,95.3374672728567,3.81845908327611e-17,1.59639799932744e-15
"ABCD4",801.64149227543,0.405458308694886,0.0725833563459046,38.6501229506928,5.70718486680688e-06,5.01833208737819e-05
"ABCE1",3062.15288103989,-0.219598570246205,0.0873216859251477,16.4924119962708,0.0358505998388801,0.114158511745791
"ABCF1",2991.59355666359,-0.112537656557489,0.0656887299068761,16.9346810463501,0.0307964731442035,0.101238613479233
"ABCF2",1505.10678517411,-0.0911376697614644,0.112602641755772,4.42821173953701,0.816571593210355,1
"ABCF2-H2BK1",524.031479331982,-0.397464897962552,0.173033827152053,5.9460313951102,0.653277255020776,0.918716437898659
"ABCF2P1",0.0141593544434897,-0.038300712018156,7.26083161650394,0.0428042984152555,0.999999991406203,NA
"ABCF3",1668.1187677461,-0.179320471441228,0.0657571079835718,42.2390731955303,1.22127408079481e-06,1.2086875584131e-05
"ABCG1",34.4964947688171,0.735366488924824,0.655559225535507,14.6033098259933,0.0673335983323228,0.189301076219953
"ABCG2",119.167924090671,0.722709345103916,0.461684930684539,4.10491736298442,0.847535487267594,1
"ABCG4",7.59040140551284,-0.208805889724151,0.568692727264623,2.1286894386711,0.97681026037035,1
"ABCG5",0.492941629625805,-1.29639670902461,3.94052145900501,1.99024527414515,0.98130943267959,NA
"ABCG8",0.922198730967157,-2.30896860233209,2.13539283747178,8.35404389972805,0.39967204201325,NA
"ABHD1",4.52067500969972,0.03172502725838,0.713696754545181,7.58359069591467,0.475164864580224,0.771875009035322
"ABHD10",978.462737333365,-0.131710587852769,0.0971491103194997,6.91597688801045,0.545724749709005,0.836186892867148
"ABHD11",462.331520155895,-0.509313542187052,0.248157796149452,7.51870144354183,0.481836409451834,0.777611587994881
"ABHD12",1228.55031759106,0.11447982819457,0.0764011106064852,10.0485394533907,0.261635602170728,0.525759811844664
"ABHD12B",1.81898748900035,-0.0382363210123373,2.04861427853885,2.0759549980976,0.978594349581748,NA
"ABHD13",334.830541377442,0.157486963703843,0.120549839583062,8.79145686377592,0.360192836404295,0.650488709963316
"ABHD14A",108.191716095002,-0.192946544858982,0.233275417162336,3.48476376742997,0.900368911153892,1
"ABHD14A-ACY1",14.532447383845,-0.931327091664685,0.898581674109801,2.05480464264801,0.979285474175747,1
"ABHD14B",533.043992664476,0.418353859412031,0.113187902506882,55.4147454450454,3.6667784732741e-09,5.61353670618629e-08
"ABHD15",265.548724180576,-0.297945489630373,0.185424678922488,7.23683827287829,0.5113086618453,0.805496693869434
"ABHD16A",344.340215288083,0.104164178000272,0.110204247365895,3.93097650304929,0.863296657281004,1
"ABHD16B",35.6802835274841,-1.32784983384198,1.52208601147387,7.84289531571955,0.448965288170195,0.745452686896861
"ABHD17A",1679.39598166062,-0.248944009132753,0.0901149273196778,18.3430756033604,0.0187964438959138,0.0674280401926092
"ABHD17B",396.642104711028,-0.366992519284725,0.139352435507969,20.3140925232914,0.00921085772959009,0.0367344678392537
"ABHD17C",238.662847945676,-0.306651928483035,0.212675405914809,3.87621370573197,0.868115547219478,1
"ABHD18",298.549200031829,0.0375328666566669,0.113458194489358,11.2199372974461,0.189545957258911,0.419463085582044
"ABHD2",1145.40477971754,0.215695335405734,0.0867632852680242,11.5282732939934,0.173524380779799,0.39374105877931
"ABHD3",224.231278608786,0.407619329861032,0.178019135516931,6.18127507873231,0.626934417314832,0.899231306060164
"ABHD4",446.450235085946,0.430024660065218,0.258242665468019,8.57940686601654,0.379008121776815,0.669933536167925
"ABHD5",621.088578087346,0.0613279678335313,0.105883565417276,3.47280256441326,0.901290160600445,1
"ABHD6",73.4169580188275,0.553561020867594,0.287830616516889,12.2006344674141,0.142474059873953,0.340118110552657
"ABHD8",393.474488861366,0.747990732969028,0.1653379544886,36.045673922914,1.72252955757919e-05,0.000137237768136687
"ABI1",772.710327325351,-0.134799791589406,0.0862171658623976,7.00602292388015,0.53598297817512,0.827529854359556
"ABI2",1674.61730386332,-0.296753454067016,0.0588229732621324,44.4571067877679,4.66287826003148e-07,4.98874449900059e-06
"ABI3",0.625648466110895,-1.4995692402516,3.80227821935433,2.19535026855179,0.974429511365014,NA
"ABI3BP",88.7848388084829,0.812313943818809,0.425662326392985,5.62586832113212,0.689058493018865,0.943821907147642
"ABITRAM",635.779947831974,0.17103104583392,0.0876230376245979,20.2264968981267,0.00951227559678031,0.0377560137352164
"ABL1",2832.16588412105,0.352439695361403,0.0865849286185777,32.4366526005518,7.77737263367203e-05,0.000529436252522675
"ABL2",1078.43249705637,0.461689638118828,0.195833920225654,13.8900494181653,0.0846766353989704,0.227214443335595
"ABLIM1",6479.16931401176,0.0532476605813413,0.124306473747731,21.3361283024905,0.00630615216681127,0.0265888720285057
"ABLIM2",24.6013862859672,-0.341486123386528,0.30391515592265,4.3859182866052,0.820735148453861,1
"ABLIM3",619.825177612131,0.487798175972591,0.287923943996155,15.0041591527915,0.0590646381530369,0.170594092514559
"ABO",21.0271748194724,-1.33720814003591,0.705197996133234,6.10008332734162,0.636022010662207,0.906684119695594
"ABR",796.175033525935,0.409699707989336,0.0919794025168758,41.4922270873619,1.68617024874568e-06,1.63809733852699e-05
"ABRA",0.157008494269997,-0.0381041599738296,7.26083161669132,0.251743500489425,0.999990540636297,NA
"ABRACL",585.300327227361,-0.154229339436649,0.123610856736544,16.6508877527451,0.0339567651370289,0.109247704283497
"ABRAXAS1",126.939749750342,0.0431142457591121,0.149726723987734,17.6646203781153,0.0238863299293564,0.0816919701555476
"ABRAXAS1P1",0.0337111351969502,-0.0382027279434147,7.26083161669132,0.0699096526975502,0.999999939510514,NA
"ABRAXAS2",575.787993554035,-0.0672416381155236,0.0892178480968096,5.95595287380434,0.652165954223251,0.917723760627657
"ABT1",596.552871877558,-0.208203087659085,0.109291452450329,10.6411845899059,0.222870475997286,0.471447006670994
"ABTB1",178.882343280618,0.0970116312311265,0.243216138960863,14.8595284037007,0.0619350869370562,0.177269048503912
"ABTB2",876.511136056816,0.688063579831364,0.149829186575532,26.7145245134352,0.000791849507366511,0.00423880251493999
"ABTB3",1.88421714651351,-0.0382210464063172,2.87193102554375,1.43823093861296,0.993686695326185,NA
"ACAA1",1170.18630834284,-0.26143319933973,0.0919412288188538,20.3180373828706,0.00919750095259674,0.036694654462999
"ACAA2",452.407622594277,-0.409804151951406,0.0952889426122021,40.5015652851384,2.58306781694089e-06,2.43044593583304e-05
"ACAA2P1",0.652356124407942,1.44633593967922,2.21060572022186,3.3816674170432,0.908176913215905,NA
"ACACA",1957.35208859838,-0.195392532771003,0.0719427545919164,39.5546486966433,3.87738161410361e-06,3.52075138541385e-05
"ACACB",197.33376467781,-0.241557129308841,0.173389324054564,3.55000287877863,0.895274467808004,1
"ACAD10",356.568057494511,0.14171489211805,0.127866019657774,10.2149033167675,0.250265396552019,0.510223264071891
"ACAD11",756.703794124412,0.84295255400044,0.132064995728075,61.9386062585344,1.93887687278692e-10,3.6185517136995e-09
"ACAD8",201.208153769472,0.0638084028788007,0.125374994274951,3.25445183478973,0.917389512445377,1
"ACAD9",1419.69816661559,-0.514988869845959,0.12446246987735,29.8657864788953,0.000223241023235964,0.0013742245583426
"ACADL",11.0107707521775,1.21109850522282,0.421722108817067,9.35323145132625,0.31337942735451,0.594955311098996
"ACADM",807.224851949767,-0.0476174304181013,0.110254929012393,6.07864883795082,0.638422326798866,0.90871377723033
"ACADS",102.769243410097,0.0465898089674064,0.189728971269517,6.16504762609338,0.628750002679187,0.900831667074645
"ACADSB",280.993695265862,-0.287678264416358,0.130570731515853,21.9173342798547,0.00507132907655046,0.0220756069280061
"ACADVL",3129.39566622785,0.18946470710434,0.101989177026164,8.27350814351502,0.407219420364955,0.701728299693606
"ACAN",0.332806603717714,-1.82622439299786,4.18955370753439,0.989893224439143,0.99831142915838,NA
"ACAP1",15.4458149764668,0.927920556699458,0.46219841757285,9.28751721703293,0.31862501918128,0.602387952383651
"ACAP2",2702.57025359038,0.610274364043574,0.116378178406593,57.8698951442636,1.21781124511011e-09,2.02904512920817e-08
"ACAP3",1226.37830175201,0.0794832501956778,0.10996016989907,16.1041601604265,0.0409132933519866,0.126937758598439
"ACAT1",509.201399736195,-0.355506340392506,0.112282929530703,15.2530140936013,0.0544084924279039,0.159412456087303
"ACAT2",744.876173734453,-0.884665335297308,0.159793936170127,67.7064606932616,1.40410123835806e-11,3.07292598367175e-10
"ACBD3",1553.61884991914,0.00742857869444594,0.0617039867480039,11.1405339268156,0.193862804114342,0.426041072287344
"ACBD3-AS1",0.195604734462839,-0.0383083229032389,7.26083161622093,0.143842011854034,0.99999894742287,NA
"ACBD4",118.478640133235,0.621073103907935,0.310540567263618,7.20874875234853,0.514287029378215,0.808500642970317
"ACBD5",930.103992255902,0.212614064527998,0.0953185072159014,7.91673093193663,0.441646159490869,0.738823173669169
"ACBD6",1025.43396337052,0.0590903688356359,0.0858542277331575,6.33172861538435,0.610126551842211,0.887682319692584
"ACBD7",168.11143152975,-0.392565637945961,0.157642737642885,31.9004930196172,9.70421651909532e-05,0.000645792989269489
"ACCS",91.4087576140345,0.466052201621444,0.242106989785201,6.73525323489912,0.565447603893961,0.852159566965415
"ACD",482.790626786035,0.542030123968407,0.10408314931391,41.746696369267,1.51081662663936e-06,1.47770922525312e-05
"ACE",44.160721705412,0.316499670958594,0.391606956144977,6.96642223615919,0.5402597707606,0.831592779065641
"ACE2",9.94073099272507,-0.245299050499963,1.19925517863411,1.75477837666273,0.987628917511846,1
"ACE2-DT",0.491653031403181,-0.575405963567475,3.87171217454482,1.88909005428653,0.984225252988263,NA
"ACER2",61.3841601366687,0.278803477986304,0.376341702913402,3.98625522029346,0.858361427441509,1
"ACER3",3292.05814086543,0.231915725197913,0.0774631899598114,16.8154619907255,0.0320890610361768,0.104383324187687
"ACHE",39.1860308373575,1.40010175235074,0.735197277994525,10.1622228045216,0.253824166235374,0.514960808450641
"ACIN1",2562.94956204163,-0.145363649141254,0.0752072018729209,20.4803042078739,0.00866388561337181,0.03485129919875
"ACKR2",106.860014269872,0.213273940332665,0.879306155486751,1.06628647919251,0.997793884660158,1
"ACKR3",21.3990565216081,-0.105144850471234,0.515467550717288,7.91817358032011,0.441503797941519,0.73879265797691
"ACKR4",3.92971616041899,0.123941271193014,0.90644999179827,6.78747143277212,0.559727037652494,NA
"ACLY",3192.08767693485,-0.0574166846668554,0.0821498194304964,14.1617621613942,0.0776453656940061,0.211863409578358
"ACMSD",0.938642620033498,0.858616840068326,1.98304324782605,6.69719094976374,0.569627716741265,NA
"ACO1",1290.37003995575,-0.10386339033857,0.100260664163285,12.9702768966256,0.112876389632632,0.284254035875564
"ACO2",2597.48527800912,-0.0493678777660159,0.0968773092750283,6.37812633326996,0.604955256384484,0.884517489841482
"ACOT1",84.2971866456109,-0.260338816391066,0.224195404116978,8.7636162386712,0.362627885094394,0.652936231740986
"ACOT11",377.15656184902,-0.269661535537484,0.16277702918912,6.77349609503005,0.561256397063169,0.84868366984159
"ACOT12",0.129943055752532,-0.038233293540978,7.26083161634929,0.331916259938133,0.999972312475201,NA
"ACOT13",384.751832843372,-0.577147465745713,0.110795246801408,35.8281295015812,1.88789552330842e-05,0.000148602605895787
"ACOT2",291.570704535406,0.476495154990851,0.14408523045342,33.4905331194075,5.02332588213842e-05,0.00035549173114106
"ACOT4",52.5615825206184,-0.191391221967696,0.210110171739443,7.79360379350078,0.453887005875857,0.749852886728164
"ACOT6",0.477489091430075,-1.07630969771686,4.03184448541874,0.498099014150114,0.999868548013503,NA
"ACOT7",2479.37149246813,-0.305048461726183,0.113226886469621,11.6592872065634,0.167065234403878,0.382803092909815
"ACOT8",712.335881295502,-0.143666652580714,0.101156139060083,7.77044755207112,0.456208828593329,0.752590201880406
"ACOT9",635.924131189136,-0.300643518529185,0.103163403567331,10.9054470678379,0.207114475651791,0.447671545750868
"ACOX1",1522.72940395361,-0.149982514840555,0.143158227137069,2.06758477006741,0.978869526335466,1
"ACOX2",5.5373008228635,-0.727573018035679,0.965892188115544,1.97430453132799,0.98178948066924,1
"ACOX3",233.640115577696,-0.162871108819275,0.176931840999429,4.88598014860446,0.769690357152908,0.987804589398127
"ACOXL",30.6815956342422,0.878884363529583,0.66005509068653,8.16407196318298,0.417609529102017,0.7140415440403
"ACOXL-AS1",5.79515948157936,0.872705838024799,0.919355951672704,5.13091450950827,0.743496581445221,0.975255697237746
"ACP1",2080.58612759666,-0.24889405252954,0.0592359662112902,27.2203535000345,0.000647629007948967,0.00357052248815288
"ACP2",479.837588674748,0.0098120776681023,0.124681394989658,3.5734919311904,0.893411699672386,1
"ACP3",60.6177003664188,-1.23419552121623,0.397217467440426,17.2320272201153,0.0277816681430728,0.0927519030187502
"ACP4",0.0328549110151564,-0.038206953343075,7.26083161669132,0.0926043232521057,0.999999815447789,NA
"ACP5",4.32974166630664,-0.0280306295428111,0.898214989704269,3.51185465648831,0.898267665371368,1
"ACP6",514.998698992578,0.287937875820368,0.114972200297877,30.8206267803005,0.000151213636618849,0.00096807275645481
"ACP7",125.596876581111,0.991813717175336,0.371316857583102,10.7325767677465,0.217316969064547,0.462727911220471
"ACR",0.409251632035364,1.44268131142355,3.1177205961771,1.49935569312193,0.992718528095212,NA
"ACRBP",8.19298544106252,1.83467740505457,0.874791932556757,13.2900733996917,0.10225119400986,0.263228297170794
"ACRP1",0.164526922279965,-1.00004905469944,7.26083161621563,0.208154915091256,0.999995500975663,NA
"ACRV1",1.57739655259214,0.753042191946128,1.71377635950725,4.93675741933309,0.764313724722328,NA
"ACSBG1",6.36820220514728,-2.36736661879291,1.07931251815314,17.317853703224,0.0269643202299219,0.0905765643508824
"ACSBG2",1.33092862010622,1.85485319463643,1.93593484370379,4.47376901631853,0.812051663729024,NA
"ACSF2",700.011908048586,0.682337871385683,0.173123032523928,27.562167437358,0.000565076209079091,0.00315713417942814
"ACSF3",396.595790703343,0.391205718139172,0.131257788310742,30.0658463302265,0.000205787380372573,0.00127371134453259
"ACSL1",1019.38640262272,-0.371022222164876,0.157017127229321,25.7460726590167,0.00116067933267371,0.00599640170401528
"ACSL3",2256.80949950861,-0.526970219732981,0.0653632146091187,179.568214863364,1.26851331021161e-34,2.3928087381313e-32
"ACSL4",1374.76553239767,-0.0559008434420565,0.161712846329762,8.86055669384496,0.354195555615868,0.643716010411383
"ACSL5",105.502266022458,0.775788393539787,0.778037222706015,5.72023101271515,0.678537012012802,0.936710812577397
"ACSL6",0.272406085801323,1.82156527506875,5.81026014568532,0.678658342691392,0.999578246871436,NA
"ACSM1",0.508933863647812,0.860549177612557,2.9423871238738,1.6120952660436,0.990686327118715,NA
"ACSM3",41.9228396999928,-0.565050576958518,0.327134178228516,13.8610975526463,0.0854584731409222,0.228731335628026
"ACSM5",0.156077892790964,-0.0382803436520331,7.26083161656263,0.505258682717869,0.999861220144811,NA
"ACSM6",0.218307139177376,-0.0381226516259387,7.26083161655175,0.319700226156826,0.999976052937325,NA
"ACSS1",842.00557688913,-0.0891483995213333,0.251709671911975,5.75329041865234,0.674844682386485,0.935349369525355
"ACSS2",1578.47611620193,0.214342478708724,0.167109992605179,57.0347012168232,1.77287995283187e-09,2.8486670788227e-08
"ACSS3",465.316925569239,0.284603876717604,0.197039206781602,9.30153065503043,0.317501256324674,0.600621705642844
"ACTA1",1.49679244766113,1.26988887654911,1.45503225780886,7.91927020090992,0.441395599296168,NA
"ACTA2",93.8818171388607,-0.693406799716087,0.636326077514721,2.46939397628728,0.963142869083857,1
"ACTA2-AS1",0.459347388493723,-0.0385044378011077,7.26083161418473,0.526034170272567,0.999838285207023,NA
"ACTB",74646.8889221739,-0.641117481445007,0.121460769488334,44.7732251935616,4.06267027427485e-07,4.40006907012201e-06
"ACTBL2",120.555814641911,0.0949612695063871,0.321807904058186,7.45415286094129,0.488516448370238,0.784095293143863
"ACTBP1",0.374489599721233,0.923610215681377,7.26083161641806,0.409782089672973,0.999937635107311,NA
"ACTBP14",0.0751012765274681,-0.038209013218534,7.26083161669098,0.117562123449051,0.99999952539107,NA
"ACTC1",4.74731677819923,-1.18127699986156,0.867353239845424,8.86304009407519,0.353981253722367,0.643583817008709
"ACTG1",71852.5043759294,-0.46107981264338,0.120465151625403,25.220897426295,0.00142604639002441,0.00719837688752364
"ACTG1P12",0.0639727593944781,-0.0384359453826926,7.26083161558659,0.243107058630127,0.999991745074029,NA
"ACTG1P14",1.01126353900285,-2.70865631518778,1.87616130036577,4.76744308103265,0.782118347448079,NA
"ACTG1P15",0.679455626995244,-3.41443880214233,2.31528489146715,5.7685262297325,0.673142125967128,NA
"ACTG1P16",0.0199844701753044,-0.0382069667051793,7.26083161669132,0.0618476078853156,0.999999962827487,NA
"ACTG1P17",0.624270930665971,-2.76640150147421,3.98664918730903,2.50008171725963,0.961727134991548,NA
"ACTG1P24",1.48360913960037,0.186370392749403,1.36705716134257,2.66012711971699,0.95384550606247,NA
"ACTG1P25",3.27239499918152,-0.615024302129586,0.979018666589841,11.3482842246054,0.182734938710377,NA
"ACTG2",4.51646420466292,-2.22146480519211,1.25634600746879,10.7036140519038,0.21906486832607,0.465622149915692
"ACTL10",52.012596908423,-0.532146613026226,0.353346519856862,4.94790971208715,0.763128843710441,0.985082502887353
"ACTL11P",1.83845649034985,-1.00001445850582,2.62987389716297,2.66567591583141,0.953557268142282,NA
"ACTL6A",2541.37595014424,-0.446212840383972,0.0815185113831757,37.6548294850755,8.71799960862916e-06,7.39885933576481e-05
"ACTL7A",0.112585995656217,-0.999896599102383,7.26083161669132,0.210720197010616,0.999995279888576,NA
"ACTL7B",0.0807759017910892,-0.038229496341108,7.26083161669132,0.131140741506581,0.999999269091815,NA
"ACTL8",3.07327176105743,0.160889102348724,1.05848489566431,8.17624049719876,0.416446659134816,NA
"ACTMAP",127.72924369258,0.774283458935141,0.219077710303905,25.507438953704,0.00127468029400743,0.00650476948745497
"ACTN1",5969.21985891861,-0.427161561854868,0.0958976331474366,25.0999829331301,0.00149505110515927,0.00749891888611858
"ACTN1-DT",0.297130414677232,1.41066838903861,7.17696737005248,0.294869289133821,0.999982497912958,NA
"ACTN2",1.05518703423677,-0.0382226408721031,2.08567495535244,7.5082278424684,0.482917388642443,NA
"ACTN3",0.220865342590095,-0.0382462011942067,7.26083161648941,0.364276445196843,0.999960344270533,NA
"ACTN4",30016.2971984601,-0.163386057654079,0.144657667827527,3.04511422435667,0.931494536627488,1
"ACTN4P1",0.192421970252425,-0.0382113136021988,7.2608316166906,0.366455124598446,0.999959422186028,NA
"ACTR10",787.005704941862,0.0131334496517333,0.0653112130364263,9.35481746781164,0.313253583687634,0.594787661297851
"ACTR1A",3453.58678442242,-0.293200624936703,0.0579117289699121,77.4868190695622,1.5647069891841e-13,4.37262473432488e-12
"ACTR1AP1",0.118088776571499,0.869178345250166,7.23633766408712,0.259637320860516,0.999989330797837,NA
"ACTR1B",855.633364703749,-0.0735152825147986,0.105094349652079,7.95204275430677,0.438168732193643,0.734824966192985
"ACTR2",6427.77957555156,-0.247134567652604,0.0499023211199832,49.7628978165112,4.53867531427693e-08,5.81839080539789e-07
"ACTR3",5626.8434725894,-0.511672262388894,0.0914430793411745,37.4095804134882,9.67458412124032e-06,8.13229630774816e-05
"ACTR3B",263.931501184758,0.00699090984107094,0.121623010279194,7.79524112187289,0.453723068098102,0.749848076264495
"ACTR3C",4.00495880418518,1.17664549255657,1.22209734826878,8.71355960101991,0.367032959991322,NA
